x1,x2
1.8634446830249043,2.3037943005023687
2.991327998736348,0.9364385482700737
2.4558383589646136,2.825219019994961
1.8508983488345738,1.8900424056855012
2.334759495187938,2.2758536623118304
2.465882085893698,2.4490244211209733
1.214422155507479,2.792213198163955
2.9334265297521904,2.1488663149522385
0.8046757547602665,1.9082034351999275
2.1555247015524546,1.0843198097705462
1.7118895491383892,0.8725044899531664
2.4858337799891554,2.132764251921641
0.6833734681486043,2.2811718892655843
1.954792842087767,2.413131426203524
1.6867740529956579,1.3588164794055806
1.3833242988337546,1.5694638267612762
2.0150600772648377,2.118366772339834
1.8474240977535177,1.6613443608027847
1.7188773855956145,4.006179828405546
1.383419878801433,1.553622393163046
4.635083286694519,2.336810641968442
0.8960154672770433,2.6741497631818105
1.2719688886390819,2.727249206244078
1.8312301765034549,1.648163320408474
3.2873319750620666,2.453121082127396
2.778391549959366,2.347935743615957
1.6444443809655211,2.4890835362065666
2.9673723141475685,2.1077904348140426
3.441314083477205,2.6803897625615267
2.1695860398172897,2.201189224814254
2.1097897031741,0.9990089715240067
1.927942243353116,2.1769491882729337
1.667131902986777,2.270141614963756
2.017045992284089,2.6189535128790147
2.530489904852585,2.133722630067873
0.9062296869584012,3.4325781909449367
1.8864872011430853,1.9352908370438946
1.7259833210404898,1.6092706751475707
3.235246438400419,3.1088354563088636
2.3555147228621367,1.9139998764554196
2.4952943880110023,2.0590375854154983
1.847821665341521,2.2704847372050643
1.6470738024436442,2.201811411202746
2.1633767404973083,2.4823488170063395
1.5046904340195129,2.5681090823012327
1.274950805639596,1.5419466787030092
1.5768599526834048,1.1423585821010573
2.81252982670853,1.2247580190481622
1.4408669300746624,3.004326168389314
1.5435338385170796,1.8494858518895227
1.1903767992667713,2.6663609660981478
2.6773889953528522,2.5911567232987576
2.430023862555155,2.058871288815581
1.5804986664496123,1.3480245546671832
3.0319244214093364,2.611843417381272
1.4453566182396607,2.031865414578508
1.7599079256119894,1.0974314354353998
2.142121101297042,1.6676058686086432
1.2379706669634514,0.8166939566865905
0.7489571998354629,1.7028590978442883
1.9319240236600674,1.2997593518701471
2.520591542125782,1.9475627665736301
2.4615082484789204,1.8536713678498338
1.3703058918343154,2.091294056910891
0.989860390385342,2.4315508165093185
1.250280634789493,2.734586021226759
1.7292354030064683,2.8500268130479336
1.1019014491293477,1.4577842394169438
2.3047479574788565,2.936397674741404
3.333287126651938,2.033092930944698
3.4701965046294045,1.7682683601396556
2.879014097890378,1.2462552024325557
2.3361604054906033,0.12664556731484344
1.102727190677501,2.373341438464612
0.9500489182395813,2.3415596886313477
2.7251664966498907,1.5989438458253775
1.2248376354606414,1.6206507073162089
1.2273501446526516,1.919029153587266
2.081672499910465,1.755191901522553
3.3394873921494574,1.4244769442504197
3.11314654340425,1.167008610950309
2.058222055953239,2.9464843268384557
2.9050857218026542,1.6637936818398118
2.444055776057076,2.3369432669313808
1.568048657125808,2.4927599497184594
3.489993737641898,2.377360532050105
2.453085103256537,2.537723982560566
0.8312187141158875,2.368179738565031
1.186592340129178,1.5280904474417603
3.7295534249508027,1.797390712272952
1.4078607165646182,2.9220660631211137
1.2418583977260984,1.6420646846482583
2.9992417343889333,2.0342140522463676
0.7507223638987766,2.4351916914580953
1.6828272943627929,3.231881189224196
1.5150504418926931,2.840980778980741
3.4205584258925716,1.3192454209507436
1.8454295833934458,2.3109002193155606
1.3141233979566604,2.2162359573662647
1.820063769995206,1.8039459427253077
8.039150714166489,3.057011772462851
8.131104615260833,2.5209389236345725
7.555862620520197,2.9051299289401356
7.964193887011364,2.648920528042707
8.259151713668814,1.5481906010598425
7.415626992872839,2.776057739037716
7.315107850375516,4.303358411847113
8.015089477379961,3.1414157425807225
7.613415433627631,2.9873768637016314
7.027797228557812,2.864146371123941
7.250393257123395,2.77807713219507
5.9520667469580015,2.0975974332451797
9.171141123611466,3.664318199286034
9.055231468732185,4.110177015736739
8.538389939331582,2.637705051696692
7.170199242987501,3.9173956843597573
8.051654379509912,4.995218253105525
7.707921619191397,4.578316683824384
7.874566567443396,4.068838877806961
9.357353389785963,2.18164005745543
7.612001537367306,2.1736166194411752
7.016044409393421,3.53365348041996
7.842697303800783,3.041893058552109
8.444991307978624,1.5140905330280683
9.029412803165643,2.720724669328066
8.425921044990286,3.4965702713828377
9.096637248611072,2.9161140897735733
6.301090032765655,3.0457020907628487
8.160565486529281,2.1725913126879064
8.11799252354635,2.7111852522189666
6.925796840573992,3.537187916007427
7.549019879281763,2.6748966282103446
7.629936922170332,3.9883828779713175
7.967267070581286,3.0632798564366572
7.6474910764908826,3.3702934578039243
9.079454438760537,3.518288653989205
8.549493569067884,3.4849841647074764
6.895805885351069,2.299104934640689
7.836010085120699,2.4193087660054196
7.148370380195201,1.5022594073035407
6.922776629492687,2.7947795541259195
7.9444589065448925,2.3655569790955395
8.06314017014658,2.652933087273299
8.872458869899079,2.87069938878013
8.557064705121372,3.1625710098357542
6.878343168604756,2.9274734594102596
7.011500720537053,2.913503329426463
7.403895346215449,3.3055704267878467
6.926116530027039,3.01176146022355
8.457932466050556,3.7260764554471963
7.388665793692621,3.01420077776574
8.14731757832926,4.237701023634214
6.814935951399891,2.2711179639431607
10.243569994188864,2.78152217283522
6.487204952077381,2.533959885321467
5.78490142282851,3.1927365699649224
8.647827808222575,2.2706700990649975
7.6234208621987944,3.73892332429513
6.599827628123144,1.9427430302403634
7.817507854627488,2.3981321300265455
7.7649064820211295,1.9889997444747824
8.171450788737205,2.880613531856009
8.439352395386425,3.160319600384234
8.165352057996818,1.842954116375909
8.394073241315898,2.7353068785564463
7.866721353880306,3.8386115011126476
7.424451554786484,4.080947462767201
9.155580239498475,3.6022275498914977
7.2155033513860625,1.2509654034984545
8.863067931407953,3.0891080490648637
7.40384202334283,3.938849875004482
7.310752895297752,2.660675793415246
